PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,Zip
12/2/2014,62,58,55,57,56,55,100,96,82,29.96,29.82,29.7,10,6,2,16,5,,1.07,7,Rain,128,94063
12/3/2014,64,60,57,59,57,55,100,92,73,29.9,29.78,29.71,10,6,0,18,8,23,0.09,7,Rain,146,94063
12/4/2014,68,62,55,59,57,55,100,92,64,30.04,29.95,29.9,10,9,0,9,3,,0,6,Fog-Rain,206,94063
12/5/2014,66,60,55,59,57,55,100,93,73,30.09,30.04,29.99,10,9,2,13,3,17,0,7,Rain,158,94063
12/6/2014,66,62,57,59,58,57,100,94,73,30.24,30.18,30.1,10,9,1,9,3,,0.12,6,Rain,153,94063
12/7/2014,62,58,53,59,56,54,100,96,82,30.23,30.19,30.15,10,7,0,10,2,18,0,4,Fog,155,94063
12/8/2014,66,60,53,59,55,52,100,92,73,30.19,30.17,30.13,10,10,8,10,2,,0,4,,185,94063
12/9/2014,62,58,55,59,56,55,100,96,82,30.22,30.15,30.09,10,8,3,7,2,,0,5,,259,94063
12/10/2014,66,60,55,57,55,54,100,86,68,30.09,29.95,29.75,10,8,4,23,4,36,0,7,,150,94063
12/11/2014,64,57,50,59,54,48,100,85,73,29.74,29.65,29.55,10,6,1,28,16,36,0.2,8,Rain,146,94063
12/12/2014,55,52,48,52,49,48,100,94,82,30.1,29.88,29.68,10,10,7,6,1,,0,7,Rain,190,94063
12/13/2014,55,50,44,50,47,45,100,93,72,30.24,30.17,30.1,10,10,8,5,0,,0,3,,25,94063
12/14/2014,60,53,46,50,47,45,100,86,55,30.16,30.08,30,10,9,5,10,1,,0.08,6,Rain,125,94063
12/15/2014,55,52,50,54,50,48,100,95,82,29.99,29.92,29.84,10,7,2,17,7,28,0.37,6,Rain,130,94063
12/16/2014,62,55,48,52,49,48,100,92,59,29.97,29.93,29.84,10,9,2,18,4,24,0,5,Rain,164,94063
12/17/2014,57,52,46,52,49,46,100,91,67,30.1,30.03,29.96,10,9,3,12,3,17,0.01,7,Rain,165,94063
12/18/2014,59,54,50,52,49,48,94,85,72,30.2,30.13,30.07,10,10,7,7,3,,0,6,,163,94063
12/19/2014,57,55,53,55,52,50,100,89,77,30.18,30.15,30.12,10,9,2,16,6,16,0,8,Rain,147,94063
12/20/2014,59,57,55,57,55,50,100,93,72,30.27,30.19,30.14,10,8,4,7,1,,0,8,Rain,164,94063
12/21/2014,64,60,55,59,57,55,100,95,82,30.34,30.29,30.26,10,8,2,15,2,20,0,7,,265,94063
12/22/2014,64,58,53,57,55,54,100,95,73,30.31,30.26,30.2,10,9,0,8,1,,0,4,Fog,333,94063
12/23/2014,66,58,50,55,51,48,100,88,52,30.24,30.18,30.14,10,10,10,7,0,,0,0,,42,94063
12/24/2014,59,54,48,55,48,37,100,86,62,30.13,30.08,29.98,10,7,0,28,4,33,0,5,Fog-Rain,282,94063
12/25/2014,57,50,44,41,36,32,71,61,38,30.17,30.12,30.08,10,10,10,17,7,24,0,0,,310,94063
12/26/2014,57,50,41,41,33,28,76,54,38,30.28,30.19,30.12,10,10,10,14,7,20,0,0,,337,94063
12/27/2014,53,44,35,39,34,32,87,71,47,30.4,30.34,30.28,10,10,10,6,1,,0,1,,165,94063
12/28/2014,57,49,41,46,41,37,93,82,54,30.38,30.32,30.25,10,10,7,7,1,,0,1,,214,94063
12/29/2014,55,48,42,46,41,36,93,77,51,30.25,30.2,30.13,10,10,7,15,3,22,0,1,,295,94063
12/30/2014,53,47,41,41,31,23,87,55,33,30.27,30.17,30.12,10,10,10,30,10,40,0,1,,358,94063
12/31/2014,55,45,35,28,21,10,61,43,19,30.28,30.21,30.09,10,10,10,15,7,18,0,0,,352,94063
1/1/2015,55,46,37,32,26,18,65,50,25,30.19,30.13,30.08,10,10,10,8,2,,0,1,,314,94063
1/2/2015,50,42,35,36,31,27,87,71,50,30.24,30.19,30.14,10,10,8,5,0,,0,2,,28,94063
1/3/2015,53,43,33,43,34,32,93,79,54,30.33,30.26,30.2,10,9,7,6,0,,0,0,,71,94063
1/4/2015,53,45,37,45,38,36,93,83,62,30.44,30.38,30.33,8,6,5,5,1,,0,2,,202,94063
1/5/2015,55,47,39,46,39,36,93,79,58,30.4,30.34,30.24,10,8,5,6,0,,0,1,,123,94063
1/6/2015,59,50,41,48,40,37,87,76,55,30.3,30.23,30.19,10,8,5,5,1,,0,0,,116,94063
1/7/2015,64,52,41,50,43,37,93,79,49,30.24,30.16,30.09,10,10,7,5,0,,0,0,,78,94063
1/8/2015,59,52,46,50,45,41,93,82,67,30.11,30.06,30.02,10,9,4,5,1,,0,2,,74,94063
1/9/2015,64,56,48,52,48,45,94,86,56,30.05,30.01,29.98,10,8,5,7,1,,0,2,,5,94063
1/10/2015,59,54,48,54,48,46,100,90,67,30.06,30.01,29.97,10,9,3,7,3,,0,3,,325,94063
1/11/2015,55,50,44,50,47,45,100,94,82,30.2,30.1,30.03,10,8,2,4,1,,0,3,,197,94063
1/12/2015,62,53,44,50,46,43,100,90,59,30.29,30.22,30.2,10,9,6,7,1,,0,1,,36,94063
1/13/2015,62,53,44,48,43,37,100,78,45,30.24,30.19,30.13,10,10,10,7,1,,0,1,,192,94063
1/14/2015,59,50,41,48,41,37,87,80,59,30.31,30.22,30.17,10,9,5,6,1,,0,1,,297,94063
1/15/2015,59,50,42,50,45,41,93,86,63,30.34,30.29,30.24,8,4,2,8,2,,0,2,,352,94063
1/16/2015,59,52,46,54,48,45,94,89,67,30.31,30.27,30.23,10,5,3,7,2,,0,5,,327,94063
1/17/2015,59,54,50,54,50,48,100,89,77,30.31,30.28,30.21,9,6,5,6,2,,0,5,,232,94063
1/18/2015,64,57,50,57,52,48,100,93,73,30.34,30.28,30.26,10,6,1,7,2,,0,5,,351,94063
1/19/2015,59,54,48,55,52,46,100,93,72,30.32,30.26,30.19,10,7,0,9,2,,0,5,Fog,336,94063
1/20/2015,59,54,46,52,47,43,100,90,72,30.19,30.14,30.06,10,7,0,8,1,,0,4,Fog,342,94063
1/21/2015,60,52,44,48,42,39,100,78,48,30.2,30.14,30.09,10,10,10,5,0,,0,1,,255,94063
1/22/2015,55,50,44,48,42,39,93,81,63,30.37,30.27,30,10,10,8,7,2,,0,1,,299,94063
1/23/2015,60,52,44,50,43,39,87,77,52,30.38,30.32,30.24,10,10,5,6,1,,0,0,,300,94063
1/24/2015,68,58,48,50,43,37,87,71,35,30.26,30.2,30.1,10,10,9,8,2,,0,0,,297,94063
1/25/2015,62,53,44,50,45,41,93,81,45,30.16,30.11,30.02,10,9,5,6,2,,0,0,,311,94063
1/26/2015,62,53,44,50,44,39,93,76,42,30.06,30.03,29.98,10,10,8,6,1,,0,2,,314,94063
1/27/2015,66,60,51,54,46,37,82,62,37,30.28,30.15,30.02,10,10,10,20,6,24,0,5,,99,94063
1/28/2015,64,56,48,50,46,45,93,79,52,30.28,30.23,30.17,10,10,8,7,1,,0,1,,309,94063
1/29/2015,66,56,46,54,47,45,100,85,56,30.18,30.14,30.07,10,8,0,6,1,,0,1,Fog,329,94063
1/30/2015,64,54,44,54,47,43,100,87,56,30.08,30.01,29.91,10,8,0,8,1,,0,2,Fog,164,94063
1/31/2015,73,60,46,46,39,23,93,65,15,30.07,29.97,29.92,10,10,10,7,1,,0,1,,270,94063
2/1/2015,62,53,44,54,42,36,87,71,51,30.18,30.12,30.07,10,10,10,7,1,,0,2,,298,94063
2/2/2015,66,56,46,54,47,43,94,82,52,30.2,30.15,30.1,10,8,5,7,1,,0,2,,307,94063
2/3/2015,66,58,50,54,49,46,94,82,63,30.14,30.11,30.06,10,9,6,6,0,,0,2,,25,94063
2/4/2015,62,55,48,55,50,46,100,88,72,30.1,30.06,30.02,10,9,3,9,1,,0,2,,284,94063
2/5/2015,62,56,50,52,48,45,88,77,52,30.07,30,29.91,10,10,10,20,4,24,0,3,,155,94063
2/6/2015,64,62,59,59,54,43,94,74,48,29.95,29.88,29.82,10,8,2,24,15,38,0.01,5,Rain,161,94063
2/7/2015,66,62,59,63,58,41,100,85,48,30.09,30.02,29.94,10,9,2,20,9,28,0,6,Rain,185,94063
2/8/2015,64,60,55,59,55,52,100,87,64,30.07,29.98,29.89,10,8,1,28,7,43,0.18,5,Rain,188,94063
2/9/2015,64,58,53,54,52,48,88,79,64,30.28,30.19,30.08,10,10,7,13,6,21,0,5,,229,94063
2/10/2015,64,56,48,48,46,45,100,81,52,30.26,30.19,30.11,10,10,10,8,1,,0,3,,289,94063
2/11/2015,66,56,46,54,47,45,93,79,49,30.2,30.15,30.12,10,10,10,5,1,,0,2,,318,94063
2/12/2015,64,56,48,50,48,46,94,82,56,30.23,30.18,30.15,10,10,10,6,1,,0,1,,236,94063
2/13/2015,71,60,50,57,51,48,94,80,53,30.17,30.11,30.07,10,10,10,6,1,,0,1,,342,94063
2/14/2015,73,62,50,55,50,48,94,78,44,30.13,30.08,30.04,10,10,10,6,2,,0,0,,301,94063
2/15/2015,73,60,48,52,47,41,94,72,33,30.07,30.03,29.98,10,10,10,6,0,,0,1,,3,94063
2/16/2015,71,60,48,55,48,45,94,79,43,30.05,30.01,29.96,10,10,10,9,2,,0,1,,334,94063
2/17/2015,57,55,53,54,50,46,94,84,72,30.2,30.12,30.05,10,8,2,8,4,,0,8,,303,94063
2/18/2015,62,58,51,54,48,46,88,78,68,30.25,30.19,30.13,10,10,10,10,5,,0,5,,311,94063
2/19/2015,62,56,50,55,52,48,100,90,77,30.18,30.14,30.06,10,7,3,9,1,,0,6,,317,94063
2/20/2015,66,60,53,54,51,48,100,85,52,30.1,30.04,29.95,10,8,2,8,3,,0,5,,157,94063
2/21/2015,66,57,48,54,47,43,94,81,43,29.98,29.92,29.84,10,10,10,13,1,,0,1,,272,94063
2/22/2015,64,56,48,50,41,27,94,63,31,29.9,29.87,29.85,10,10,10,15,3,22,0,2,,327,94063
2/23/2015,60,55,50,41,25,19,58,33,25,30.25,30.05,29.9,10,10,10,15,8,22,0,0,,346,94063
2/24/2015,66,54,41,46,31,18,72,47,15,30.37,30.31,30.26,10,10,10,12,2,,0,0,,271,94063
2/25/2015,68,56,44,50,42,36,88,74,40,30.31,30.24,30.11,10,10,10,12,3,,0,1,,249,94063
2/26/2015,71,60,48,54,48,46,93,80,41,30.1,30.03,29.94,10,10,7,23,5,28,0,4,,291,94063
2/27/2015,60,56,51,50,47,43,82,74,55,29.94,29.87,29.77,10,10,10,18,13,29,0,3,,288,94063
2/28/2015,60,54,48,48,45,41,94,77,52,29.94,29.81,29.74,10,10,10,16,6,22,0,4,,269,94063
3/1/2015,62,52,42,46,41,34,100,74,37,30.02,29.96,29.92,10,10,10,10,2,,0,1,,212,94063
3/2/2015,59,52,44,45,41,39,81,72,51,30,29.89,29.81,10,10,10,8,2,,0,2,,225,94063
3/3/2015,64,54,44,46,42,41,87,74,42,30.08,30.02,29.98,10,10,10,9,1,,0,1,,302,94063
3/4/2015,66,55,44,46,40,36,87,67,32,30.24,30.13,30.05,10,10,10,8,1,,0,0,,17,94063
3/5/2015,68,57,46,45,39,37,76,61,35,30.36,30.29,30.24,10,10,10,7,1,,0,0,,346,94063
3/6/2015,73,58,44,50,40,32,81,59,28,30.32,30.25,30.16,10,10,10,9,1,,0,0,,304,94063
3/7/2015,75,60,46,50,43,37,82,65,31,30.16,30.1,30.01,10,10,10,8,1,,0,0,,5,94063
3/8/2015,68,58,48,54,48,45,88,80,52,30.14,30.07,30,10,10,6,8,2,,0,2,,332,94063
3/9/2015,66,58,50,54,49,46,94,84,64,30.08,30.02,29.94,10,10,6,10,5,,0,4,,311,94063
3/10/2015,64,57,50,55,50,48,100,86,56,30.02,29.97,29.94,10,8,1,14,2,,0,6,,296,94063
3/11/2015,66,60,55,55,52,43,100,81,45,30.27,30.12,30.02,10,10,6,12,3,,0,5,Rain,255,94063
3/12/2015,71,61,51,54,51,48,94,76,46,30.3,30.23,30.14,10,10,10,39,1,,0,3,,320,94063
3/13/2015,75,63,51,57,51,45,94,73,36,30.2,30.16,30.09,10,10,5,7,1,,0,2,,324,94063
3/14/2015,82,68,55,57,50,34,82,59,23,30.14,30.07,29.97,10,10,10,8,2,,0,2,,212,94063
3/15/2015,73,65,57,52,41,32,64,43,27,30.11,30.03,29.99,10,10,10,13,4,18,0,2,,247,94063
3/16/2015,68,62,55,55,46,39,77,60,46,30.07,30.04,30.02,10,10,10,10,2,,0,2,,295,94063
3/17/2015,68,60,53,50,47,39,82,66,35,30.15,30.09,30.06,10,10,10,16,6,23,0,2,,295,94063
3/18/2015,73,62,50,50,46,41,87,71,31,30.09,30.07,30,10,10,10,9,2,,0,0,,312,94063
3/19/2015,75,62,50,55,47,43,88,71,31,30.09,30.06,30,10,10,10,9,3,,0,1,,325,94063
3/20/2015,66,58,50,52,45,34,82,68,37,30.19,30.11,30.06,10,10,9,12,2,16,0,2,,288,94063
3/21/2015,69,61,53,55,50,45,94,75,49,30.2,30.16,30.1,10,10,10,12,3,,0,4,,262,94063
3/22/2015,66,60,55,55,51,48,94,78,56,30.22,30.17,30.14,10,9,2,14,4,18,0.01,5,Rain,220,94063
3/23/2015,64,58,53,54,49,39,94,76,40,30.33,30.27,30.21,10,10,5,13,4,16,0.01,5,Rain,262,94063
3/24/2015,64,57,50,54,48,45,82,73,59,30.33,30.29,30.24,10,10,10,13,4,22,0,4,,277,94063
3/25/2015,75,64,53,54,50,45,88,74,38,30.27,30.22,30.16,10,10,10,9,3,,0,0,,321,94063
3/26/2015,80,66,53,57,51,48,88,71,32,30.19,30.14,30.06,10,10,10,7,1,,0,0,,328,94063
3/27/2015,68,60,53,57,52,48,88,77,56,30.19,30.14,30.1,10,10,10,15,4,22,0,0,,303,94063
3/28/2015,77,64,50,52,46,39,88,65,26,30.21,30.16,30.08,10,10,10,12,3,,0,1,,293,94063
3/29/2015,78,63,48,55,46,39,87,66,24,30.14,30.09,30.01,10,10,10,12,3,,0,1,,303,94063
3/30/2015,68,60,51,50,47,46,82,70,46,30.11,30.06,30.03,10,10,10,17,5,25,0,1,,278,94063
3/31/2015,64,60,55,50,46,39,82,67,42,30.21,30.15,30.09,10,10,10,22,14,28,0,1,,287,94063
4/1/2015,64,57,50,45,39,30,72,58,32,30.22,30.17,30.1,10,10,10,18,9,30,0,1,,283,94063
4/2/2015,68,59,50,45,36,28,72,51,24,30.23,30.17,30.13,10,10,10,14,5,21,0,0,,301,94063
4/3/2015,71,58,46,48,38,32,71,58,23,30.24,30.18,30.13,10,10,10,18,3,24,0,0,,290,94063
4/4/2015,64,54,44,46,39,34,76,64,34,30.15,30.08,30,10,10,10,21,5,28,0,1,,262,94063
4/5/2015,59,52,46,46,41,37,82,71,48,30,29.95,29.92,10,10,10,16,3,23,0,2,,215,94063
4/6/2015,62,52,42,45,40,36,87,66,37,29.99,29.94,29.86,10,10,10,15,5,22,0,3,,173,94063
4/7/2015,59,54,50,48,45,37,94,76,48,30.08,29.9,29.78,10,8,2,17,10,25,0.06,6,Rain,207,94063
4/8/2015,62,55,48,48,44,37,87,72,39,30.2,30.13,30.08,10,10,10,12,5,,0,3,,271,94063
4/9/2015,66,56,46,46,42,36,87,66,32,30.11,30.05,29.96,10,10,10,13,2,,0,2,,312,94063
4/10/2015,68,58,48,48,38,27,76,57,28,30.08,30.03,30,10,10,10,15,3,,0,1,,284,94063
4/11/2015,71,60,48,50,40,27,77,59,31,30.11,30.07,30.04,10,10,10,17,3,22,0,1,,301,94063
4/12/2015,77,64,50,50,46,41,87,64,29,30.07,30.03,29.96,10,10,10,9,4,,0,0,,311,94063
4/13/2015,60,55,50,50,46,45,87,73,55,30.19,30.09,30.02,10,10,10,18,6,24,0,2,,284,94063
4/14/2015,62,55,48,45,37,25,72,57,27,30.36,30.27,30.19,10,10,10,18,10,22,0,0,,296,94063
4/15/2015,71,60,48,39,35,28,71,47,20,30.26,30.15,30.02,10,10,10,12,5,,0,1,,297,94063
4/16/2015,80,66,53,41,32,23,58,33,13,30.08,30.03,29.98,10,10,10,17,4,17,0,0,,336,94063
4/17/2015,77,64,51,50,38,27,77,48,18,30.11,30.07,30.01,10,10,10,14,3,,0,0,,320,94063
4/18/2015,69,60,50,54,48,45,88,77,46,30.08,30.02,29.92,10,10,6,12,3,,0,1,,338,94063
4/19/2015,68,59,50,54,49,48,94,80,56,30,29.95,29.89,10,10,10,12,4,,0,4,,315,94063
4/20/2015,66,60,53,54,49,48,82,76,56,29.92,29.89,29.84,10,10,10,14,6,,0,6,,278,94063
4/21/2015,62,58,53,48,48,48,82,78,59,29.93,29.89,29.86,10,10,10,16,6,21,0,5,,253,94063
4/22/2015,64,57,50,52,48,46,88,77,59,29.92,29.88,29.86,10,10,10,14,4,21,0,3,,275,94063
4/23/2015,64,57,50,50,46,45,82,72,56,29.93,29.89,29.86,10,10,8,17,5,24,0,4,,259,94063
4/24/2015,62,58,53,54,47,37,88,71,42,30.06,29.99,29.92,10,10,5,23,13,32,0,4,Rain,256,94063
4/25/2015,60,56,53,55,49,41,94,78,52,30.09,29.98,29.91,10,8,2,18,12,29,0.14,6,Rain,270,94063
4/26/2015,71,61,51,48,43,37,76,60,29,30.17,30.11,30.08,10,10,10,18,10,21,0,1,,305,94063
4/27/2015,84,68,53,55,48,43,88,69,23,30.08,30.03,29.94,10,10,10,13,3,,0,1,,300,94063
4/28/2015,66,60,53,50,49,48,88,76,52,30.07,30.05,30.02,10,10,10,14,7,18,0,4,,279,94063
4/29/2015,71,61,51,52,47,41,82,69,38,30.05,30,29.91,10,10,10,14,4,18,0,1,,277,94063
4/30/2015,87,70,53,59,45,36,82,54,17,29.91,29.86,29.78,10,10,9,100,4,,0,0,,293,94063
5/1/2015,78,68,57,55,48,43,82,55,34,29.92,29.85,29.81,10,10,10,13,3,16,0,0,,329,94063
5/2/2015,69,62,55,54,51,48,88,77,49,29.92,29.89,29.82,10,10,8,7,4,,0,3,,289,94063
5/3/2015,64,58,53,50,47,46,82,72,52,29.94,29.9,29.87,10,10,10,18,6,22,0,4,,271,94063
5/4/2015,68,59,50,46,46,45,87,74,46,30.01,29.97,29.94,10,10,10,21,9,30,0,6,,256,94063
5/5/2015,60,54,48,46,45,43,87,74,55,29.99,29.97,29.93,10,10,10,17,5,29,0,3,,244,94063
5/6/2015,66,58,50,50,44,41,82,71,45,29.94,29.9,29.83,10,10,9,15,8,21,0,4,,249,94063
5/7/2015,64,57,50,48,43,39,82,67,40,29.84,29.79,29.74,10,10,9,13,5,,0,4,,262,94063
5/8/2015,66,58,50,50,47,45,87,74,4,30.05,29.87,29.78,10,10,9,13,4,,0,1,,267,94063
5/9/2015,64,58,51,48,47,46,82,77,56,30.13,30.09,30.05,10,10,10,17,9,18,0,5,,278,94063
5/10/2015,64,57,50,48,47,45,94,76,52,30.12,30.06,30,10,10,10,16,9,,0,4,,271,94063
5/11/2015,60,56,51,48,46,43,88,72,55,30.01,29.97,29.9,10,10,10,20,7,28,0,2,,253,94063
5/12/2015,62,56,50,43,41,36,76,63,37,30,29.95,29.91,10,10,10,22,13,32,0,1,,273,94063
5/13/2015,62,56,51,48,43,41,77,65,45,30.01,29.96,29.91,10,10,10,14,8,18,0,2,,264,94063
5/14/2015,62,58,53,52,47,45,82,72,52,29.91,29.86,29.81,10,10,10,12,4,18,0,6,Rain,213,94063
5/15/2015,60,55,50,48,47,45,87,74,59,30,29.93,29.87,10,10,10,16,5,24,0,4,,266,94063
5/16/2015,62,58,53,48,48,48,82,76,59,30.06,30.01,29.97,10,10,10,20,8,25,0,7,,251,94063
5/17/2015,60,58,55,48,48,46,77,74,59,30.08,30.06,30.03,10,10,10,13,5,17,0,7,,256,94063
5/18/2015,59,57,55,48,47,46,77,72,67,30.14,30.1,30.06,10,10,10,14,7,,0,8,,278,94063
5/19/2015,62,58,55,50,49,46,82,75,59,30.14,30.09,30.03,10,10,7,16,6,24,0,7,,267,94063
5/20/2015,62,58,55,50,49,48,82,75,59,30.03,29.99,29.96,10,10,7,13,6,,0,8,,249,94063
5/21/2015,66,60,55,54,51,50,88,78,56,30,29.97,29.94,10,10,10,18,5,23,0,7,,248,94063
5/22/2015,64,60,57,54,51,48,88,77,59,30.1,30.04,30,10,10,10,16,6,21,0,8,,271,94063
5/23/2015,62,58,53,50,49,48,88,78,59,30.13,30.09,30.06,10,10,8,16,9,24,0,7,,253,94063
5/24/2015,64,57,50,50,49,46,88,79,59,30.08,30.03,29.99,10,10,10,22,5,29,0,3,,267,94063
5/25/2015,64,58,53,50,49,48,88,78,56,30.02,29.98,29.94,10,10,8,20,9,25,0,6,,266,94063
5/26/2015,64,60,55,50,49,48,82,75,59,30.03,30.01,29.98,10,10,10,17,7,23,0,6,,258,94063
5/27/2015,64,58,53,54,49,48,82,75,56,30.04,30.02,30.01,10,10,10,18,7,24,0,5,,256,94063
5/28/2015,66,60,53,50,50,50,88,71,56,30.08,30.04,29.99,10,10,10,17,9,,0,5,,276,94063
5/29/2015,66,60,55,52,50,50,82,68,59,30.02,29.98,29.94,10,10,10,14,8,16,0,6,,279,94063
5/30/2015,68,60,53,55,52,50,88,74,60,29.99,29.95,29.9,10,9,7,18,6,23,0,5,,346,94063
5/31/2015,66,60,53,52,49,46,82,64,49,29.97,29.94,29.91,10,10,10,18,7,20,0,6,,281,94063
6/1/2015,71,64,57,55,53,50,82,67,50,30.06,30.04,30.01,10,10,10,77,10,20,0,6,,248,94063
6/2/2015,68,62,57,54,52,50,88,69,56,30.1,30.05,30,10,10,10,14,10,21,0,4,,258,94063
6/3/2015,64,60,57,50,50,48,77,68,59,29.99,29.96,29.94,10,10,10,16,12,23,0,5,,234,94063
6/4/2015,73,64,55,54,51,48,77,62,46,29.86,29.83,29.81,10,10,10,18,5,16,0,1,,303,94063
6/5/2015,73,65,57,55,53,52,82,66,50,29.85,29.82,29.78,10,10,8,14,6,16,0,3,,300,94063
6/6/2015,73,65,57,55,55,54,88,64,50,29.92,29.89,29.87,10,10,10,15,8,,0,3,,300,94063
6/7/2015,75,68,60,59,57,55,88,69,53,29.94,29.89,29.84,10,10,10,12,5,16,0,2,,356,94063
6/8/2015,95,78,60,63,55,50,77,48,22,29.89,29.83,29.76,10,10,10,15,5,,0,1,,322,94063
6/9/2015,75,68,60,59,57,55,82,64,53,29.98,29.89,29.85,10,10,10,10,6,,0,7,,337,94063
6/10/2015,68,65,62,66,62,57,94,86,78,29.95,29.92,29.89,10,10,6,10,3,,0,8,Rain,15,94063
6/11/2015,82,70,57,64,59,55,100,70,42,29.93,29.87,29.81,10,7,2,15,6,21,0,2,,330,94063
6/12/2015,84,72,60,63,57,50,83,60,30,29.85,29.8,29.74,10,10,10,14,6,,0,0,,346,94063
6/13/2015,75,68,62,59,56,55,82,66,50,29.8,29.77,29.73,10,10,7,14,9,,0,2,,293,94063
6/14/2015,71,64,57,54,52,48,88,65,52,29.85,29.83,29.8,10,10,10,15,7,,0,2,,296,94063
6/15/2015,66,60,53,50,49,48,82,67,56,29.95,29.92,29.89,10,9,6,20,13,26,0,2,,279,94063
6/16/2015,75,65,55,55,51,48,82,61,38,29.98,29.95,29.93,10,10,10,13,6,,0,2,,320,94063
6/17/2015,78,66,55,57,51,46,88,61,32,29.95,29.93,29.9,10,9,7,15,5,,0,3,,318,94063
6/18/2015,73,65,57,55,48,45,73,55,36,30.04,30.02,29.98,10,10,10,14,6,,0,1,,289,94063
6/19/2015,78,66,53,55,48,43,77,63,34,30.03,30,29.96,10,10,10,13,4,17,0,1,,297,94063
6/20/2015,78,66,55,57,51,46,88,70,32,29.96,29.91,29.86,10,10,10,13,3,,0,2,,323,94063
6/21/2015,73,64,55,54,50,45,88,72,36,30.05,29.98,29.91,10,10,10,15,7,18,0,3,,293,94063
6/22/2015,71,63,55,55,50,48,82,73,49,30.08,30.04,30.01,10,10,10,18,7,,0,1,,287,94063
6/23/2015,75,65,55,55,49,46,82,67,41,30.04,30,29.95,10,10,10,17,5,24,0,0,,281,94063
6/24/2015,77,66,55,57,51,48,82,69,41,29.97,29.94,29.88,10,10,10,14,7,18,0,0,,302,94063
6/25/2015,84,72,59,61,56,52,83,71,39,29.93,29.9,29.84,10,10,9,14,3,,0,0,,360,94063
6/26/2015,78,70,62,59,56,54,83,71,44,29.97,29.93,29.88,10,10,10,12,4,,0,1,,326,94063
6/27/2015,77,68,59,59,55,54,88,73,50,30.01,29.98,29.96,10,10,10,13,5,,0,4,,299,94063
6/28/2015,73,66,60,59,56,55,82,74,57,30.03,30,29.96,10,10,10,15,5,18,0,4,,297,94063
6/29/2015,77,67,57,59,55,54,88,74,47,30.04,29.99,29.92,10,10,10,13,8,,0,5,,315,94063
6/30/2015,86,72,59,64,56,54,82,71,37,29.94,29.89,29.8,10,10,10,13,5,,0,2,,338,94063
7/1/2015,77,68,60,63,57,55,82,73,50,29.93,29.87,29.83,10,10,10,12,4,,0,2,,345,94063
7/2/2015,78,70,62,63,58,57,88,75,51,29.98,29.94,29.9,10,10,10,13,4,,0,2,,340,94063
7/3/2015,80,71,62,63,58,57,88,77,48,29.97,29.93,29.86,10,10,10,13,5,,0,4,,327,94063
7/4/2015,80,71,62,63,58,57,88,76,45,29.91,29.88,29.83,10,10,10,12,4,,0,5,,319,94063
7/5/2015,77,70,62,61,58,55,83,75,50,30.02,29.94,29.89,10,10,10,16,5,21,0,5,,258,94063
7/6/2015,77,68,59,57,56,55,88,74,47,30.1,30.05,30.02,10,10,10,13,7,22,0,5,,270,94063
7/7/2015,73,66,60,63,57,54,88,77,53,30.06,30,29.93,10,10,10,30,7,25,0,5,,267,94063
7/8/2015,71,66,60,55,55,54,82,75,53,29.94,29.9,29.84,10,10,10,20,8,25,0,6,,266,94063
7/9/2015,68,64,59,57,55,54,94,80,64,29.92,29.88,29.85,10,10,5,13,6,18,0,8,,261,94063
7/10/2015,69,64,60,59,56,54,88,75,60,29.97,29.93,29.91,10,10,10,14,8,20,0,6,Rain,278,94063
7/11/2015,73,66,59,55,55,54,88,72,50,30.02,29.98,29.94,10,10,10,17,5,24,0,1,,276,94063
7/12/2015,73,68,62,57,56,54,82,72,50,30.06,30.04,30.02,10,10,10,15,5,20,0,2,,262,94063
7/13/2015,75,68,62,57,57,55,82,75,53,30.06,30.01,29.95,10,10,10,15,7,23,0,4,,262,94063
7/14/2015,68,64,60,57,57,55,88,80,64,29.97,29.94,29.91,10,10,8,17,9,30,0,6,,251,94063
7/15/2015,77,67,57,59,56,54,94,77,53,29.92,29.89,29.85,10,10,10,14,3,20,0,1,,286,94063
7/16/2015,77,70,62,63,58,57,88,76,50,29.94,29.9,29.85,10,10,10,15,4,,0,4,,316,94063
7/17/2015,78,70,62,61,57,55,83,74,50,29.89,29.85,29.78,10,10,10,13,4,18,0,5,,329,94063
7/18/2015,77,68,60,59,56,54,82,69,47,30.02,29.91,29.84,10,10,10,17,3,21,0,3,,287,94063
7/19/2015,87,76,64,63,56,52,73,60,41,30.08,30.04,30.01,10,10,10,13,3,22,0,4,,296,94063
7/20/2015,86,76,64,64,58,54,73,60,40,30.05,30,29.94,10,10,9,14,4,,0,1,,290,94063
7/21/2015,75,68,60,63,56,54,88,74,50,29.97,29.92,29.86,10,10,10,23,9,30,0,2,,296,94063
7/22/2015,71,66,60,57,55,54,77,72,53,29.93,29.88,29.85,10,10,10,22,5,28,0,2,,275,94063
7/23/2015,68,62,57,55,54,52,82,74,60,30.08,30,29.93,10,10,10,17,7,24,0,2,,256,94063
